cell,route,tiles,scored_px,macro_iou_present_classes,macro_f1_present_classes,overall_accuracy,n_classes_present,iou_unknown,iou_asfalt,iou_fliser,iou_grus,iou_ubefestet,iou_green_roof,iou_drivhus,iou_betonflade,iou_brosten,iou_unknown2,iou_solceller
convnext_upernet_6ch_corrected,82-21,313,194724135,0.5344803175613304,0.650345837662638,0.9385106217059329,8,,0.8218181024469527,0.5989385295117661,0.5908190616895104,0.9673219885239083,0.0,0.5605130015295917,0.36536984330197964,0.33476567111320976,,0.03629634237372481
convnext_upernet_6ch_corrected,82-22,1360,1014086946,0.327539301550646,0.41282768670898523,0.9382225003022571,7,,0.6073097636789646,0.35630244400683,0.20688111293246259,0.9525866488088593,,0.16969514142740533,0.0,0.0,,0.0
convnext_upernet_6ch_corrected,82-24,1529,642911577,0.21436143117462156,0.2781409078301604,0.7757617203399652,8,,0.4601454259748379,0.18136295910277633,0.0916407388256398,0.883085649205264,0.007616554573480828,0.0,0.0,0.09104012171497362,,0.0
convnext_upernet_6ch_corrected,83-25,3630,2887492462,0.35292329654995336,0.4443823417273342,0.995159621995924,6,,0.5733629578367969,0.05331959137662675,0.20453796901721857,0.9963768151995582,,0.19985045331339377,0.0,0.09009199255612602,,0.0
convnext_upernet_6ch_corrected,83-26,1228,946025258,0.5539679324064829,0.6415752017056039,0.9923004360207051,3,,0.5424576680198587,0.0,0.12678694035215593,0.9926591888474339,,0.0,0.0,,,0.0
convnext_upernet_6ch_corrected,83-31,1020,836776918,0.9997070581241821,0.9998535076052126,0.9997070581241821,1,,0.0,0.0,0.0,0.9997070581241821,,,,,,
convnext_upernet_6ch_corrected,83-34,10,1067196,0.409647423422858,0.5756676882694998,0.54182643113355,2,,0.0,0.0,0.321750384233392,0.49754446261232393,,,,,,
convnext_upernet_6ch_corrected,84-40,5269,2226168062,0.1725856131355636,0.23171453580232773,0.7620653004409152,9,,0.4302124844160166,0.16578686145674304,0.04821202931090446,0.788758817620533,0.0,0.08672352523098792,2.065614631283963e-05,0.010645260740578893,,0.022910883297995583
convnext_upernet_6ch_corrected,84-41,343,181155748,0.5250947821470681,0.5741668798102246,0.9745964947245285,5,,0.9268153419769843,0.0,0.06981536679461109,0.9738018072923943,,0.0,,0.0,,0.6550413946713506
convnext_upernet_6ch_corrected,85-45,401,50907628,0.8448488632241973,0.9155895315569609,0.9118134319674057,3,,0.0,,0.8695770650221837,0.8010572647163956,,,,,,0.8639122599340124
convnext_upernet_6ch_corrected,85-48,150,21881576,0.9665365159740031,0.9828379986896881,0.9759516864781587,3,,,,0.9994056710542836,0.9551833928117301,,,,,,0.9450204840559958
convnext_upernet_6ch_unw,82-11,1441,1271017403,0.5827797085481752,0.6461283147160295,0.9903284982794213,2,,0.0,0.0,0.1740763894835419,0.9914830276128085,,,,0.0,,
convnext_upernet_6ch_unw,82-13,1043,863989206,0.47668836956651156,0.5428694915271244,0.9688239843588972,4,,0.7443108593695446,0.0,0.08256884588368903,0.9851968595789595,,0.0,0.09467691343385304,0.0,,0.0
convnext_upernet_6ch_unw,82-16,378,306829357,0.5082595610482761,0.5361546986820122,0.9708628532569,2,,0.0,0.0,0.04547962074620523,0.9710395013503469,,,,,,
convnext_upernet_6ch_unw,82-19,591,433222749,0.3612014237015423,0.45222273011205205,0.9308696229153931,8,,0.5529266226796248,0.2478572730343331,0.35335505221879815,0.949681302586773,0.0,0.11815584415584415,0.0,0.0,,0.6676352949369649
convnext_upernet_6ch_unw,82-20,608,316377560,0.38996536572419627,0.49151761151256823,0.8825507915289568,8,,0.7582578832273021,0.4483455817574171,0.49124899794044796,0.9256459496940842,,0.2525473561360984,0.1754410154065225,0.06498008174245952,,0.0032560598892383045
convnext_upernet_6ch_unw,82-21,313,194724135,0.4658401820064048,0.5836746127910596,0.9307688078830084,8,,0.7942518987934363,0.5330720051341806,0.556137030802339,0.9656681813621772,,0.24570124429437878,0.3367953766979633,0.23704784738872095,,0.058047871578042136
convnext_upernet_6ch_unw,82-22,1360,1014086946,0.2579779449102955,0.3339364357292912,0.917214497897698,7,,0.4188663706741835,0.1660176587337923,0.1820038379896495,0.9352996963408592,0.0,0.10365805063358394,0.0,0.0,,0.0
convnext_upernet_6ch_unw,82-24,1529,642911577,0.21137003099794122,0.2646500710418651,0.7909248723950105,8,,0.5103040272767401,0.16749743993815847,0.08548805233426748,0.903365427138387,0.0038759979109154667,0.0,0.0,0.020429303385061215,,
convnext_upernet_6ch_unw,83-25,3630,2887492462,0.2564019740187831,0.3275033000635399,0.9793618533089697,6,,0.1707830869940905,0.1154047244535768,0.1903881463031911,0.9803801250947869,,0.03410892241522653,0.0,0.04734683885182692,,0.0
convnext_upernet_6ch_unw,83-26,1228,946025258,0.5231703372484177,0.6082411901196115,0.9940646648146894,3,,0.47272125689376077,0.0,0.10221659901774909,0.9945731558337433,,,0.0,,,
convnext_upernet_6ch_unw,83-31,1020,836776918,0.999633870158928,0.9998169015605628,0.999633870158928,1,,0.0,0.0,0.0,0.999633870158928,,,,,,
convnext_upernet_6ch_unw,83-34,10,1067196,0.2914774117483132,0.427744949902138,0.4143971679054269,2,,0.0,0.0,0.13311259564221073,0.44984222785441574,,,,,,
convnext_upernet_6ch_unw,84-40,5269,2226168062,0.2097793946997584,0.28080206286087545,0.7909140221956881,9,,0.5218270793724821,0.17384123080199987,0.09430461513111857,0.8549867587552686,0.0029962570794976467,0.0960394007798071,0.08314243714015211,0.007980385998967332,,0.05289638723853225
convnext_upernet_6ch_unw,84-41,343,181155748,0.5530323824707732,0.6292376638647659,0.9862775372714091,5,,0.8662147591292612,0.0,0.3084363296131893,0.9861719062934019,,,,0.0,,0.6043389173180138
convnext_upernet_6ch_unw,85-45,401,50907628,0.8574828497262881,0.922599675265123,0.9122341547714617,3,,0.0,,0.9117009340416963,0.7984187541909251,,,,,,0.8623288609462428
convnext_upernet_6ch_unw,85-48,150,21881576,0.968181108363963,0.9837201147585551,0.9776856566455725,3,,,,0.9971277111741971,0.9585121567037374,,,,,,0.9489034572139542
convnext_upernet_rgb,82-11,1441,1271017403,0.6070434674865539,0.6797894060579135,0.9908002959106611,2,,0.0,0.0,0.22225421596151476,0.9918327190115931,,,,0.0,,
convnext_upernet_rgb,82-13,1043,863989206,0.4501536171654981,0.528011320241011,0.9638281314361699,4,,0.6256250392002504,0.0,0.13836950761058173,0.9783025001212148,,,0.05831742172994552,0.0,,
convnext_upernet_rgb,82-16,378,306829357,0.6155270273952587,0.6887702755663953,0.9973469455206009,2,,0.0,0.0,0.23370607532133647,0.9973479794691809,,,,0.0,,
convnext_upernet_rgb,82-19,591,433222749,0.32875738889177136,0.43070394200164647,0.90483422651473,8,,0.42382299468836565,0.20600584625125937,0.14072125127862872,0.9031970130135094,0.0,0.35161740802637304,0.034069819973543684,0.0,,0.5706247779024913
convnext_upernet_rgb,82-20,608,316377560,0.4140437894257929,0.5041990766339687,0.8875941296215825,8,,0.7740183524559936,0.46833784330955325,0.5318701759885289,0.9214075726480903,0.0,0.5204831358249772,0.04457646708233835,0.04329721995704629,,0.008359548139815294
convnext_upernet_rgb,82-21,313,194724135,0.4602013936336439,0.570630760192443,0.9248444729257624,8,,0.7829643309442121,0.5850303346293516,0.4535534136504589,0.9562843428821406,,0.5425153032832498,0.145809886911815,0.10307502153638713,,0.11237851523153568
convnext_upernet_rgb,82-22,1360,1014086946,0.3209276937668161,0.41287597981400515,0.93143913421404,7,,0.5245377702526091,0.31213729507715654,0.24693136750704425,0.9442198043491267,0.0,0.2186676191817761,0.0,0.0,,0.0
convnext_upernet_rgb,82-24,1529,642911577,0.2369291162542489,0.3004456205650375,0.8125969864126432,8,,0.554870515722957,0.15644655927935672,0.044460856349681034,0.9018097216520656,0.002158969823173407,0.0,0.0,0.23568630720675754,,0.0
convnext_upernet_rgb,83-25,3630,2887492462,0.3023514412055102,0.40185651235105185,0.974435021745868,6,,0.13721847645429994,0.1372412935838737,0.16142990265368237,0.9758103866961477,,0.25735588241080154,0.0,0.14505270543425602,,0.0
convnext_upernet_rgb,83-26,1228,946025258,0.5202117300270062,0.5852112361838618,0.9941827557420249,3,,0.5332874744438013,0.0,0.03224479683813439,0.9951029187990829,,0.0,0.0,,,0.0
convnext_upernet_rgb,83-31,1020,836776918,0.9994435601771702,0.999721702660724,0.9994435601771702,1,,0.0,0.0,0.0,0.9994435601771702,,,,,,
convnext_upernet_rgb,83-34,10,1067196,0.5338446683537967,0.6960379243447763,0.6914578015659729,2,,0.0,0.0,0.5432546926410289,0.5244346440665645,,,,,,
convnext_upernet_rgb,84-40,5269,2226168062,0.2447280035378562,0.325966754455813,0.822774658510935,9,,0.6100415046958091,0.20539422528845408,0.09448911888229605,0.8839042678803001,0.010001823424932298,0.10524897154800253,0.19554922695844315,0.05117777791562533,,0.046745115246843
convnext_upernet_rgb,84-41,343,181155748,0.5253276871529577,0.5756015346942279,0.9764066442981428,5,,0.8715019111504102,0.0,0.06826687117063658,0.9759923155985601,0.0,0.0,0.0,0.0,,0.7108773378451818
convnext_upernet_rgb,85-45,401,50907628,0.7875871905061437,0.8794927479406948,0.9071570963785623,3,,0.0,0.0,0.7029088286577898,0.7874126293538996,,,0.0,,,0.872440113506742
convnext_upernet_rgb,85-48,150,21881576,0.9681690412827849,0.9836977409221298,0.977204841186942,3,,,,0.9991916042455681,0.9574545323964005,,,,,,0.9478609872063863
convnext_upernet_rgb_ndsm,82-11,1441,1271017403,0.5780049356284167,0.6393256578503388,0.9901796899314368,2,,0.0,0.0,0.16490185323052597,0.9911080180263074,,0.0,,0.0,,
convnext_upernet_rgb_ndsm,82-13,1043,863989206,0.5105057126335653,0.6046537193149771,0.9681976119502586,4,,0.7072558721774032,0.0,0.18275322483929637,0.9825053310669054,0.0,0.0,0.1695084224506563,0.0,,
convnext_upernet_rgb_ndsm,82-16,378,306829357,0.6570084990668587,0.7396758608549154,0.9978533247064753,2,,0.0,0.0,0.3161545836176145,0.9978624145161028,,,,0.0,,
convnext_upernet_rgb_ndsm,82-19,591,433222749,0.33215908871299427,0.41524590128890015,0.9187288292656118,8,,0.5550311078429084,0.09384807685831878,0.10853125076836467,0.9206757295413808,0.0,0.2800375243547495,0.01699161786657481,0.0,,0.6821574024716571
convnext_upernet_rgb_ndsm,82-20,608,316377560,0.4425766059822855,0.5519591528765342,0.8864215180115809,8,,0.760573174338663,0.4855536664520698,0.5467232293115534,0.9103005929765744,0.0,0.5184540683151365,0.20489124578711262,0.073412651666863,,0.040704219010311134
convnext_upernet_rgb_ndsm,82-21,313,194724135,0.5036557735994648,0.6248458304220013,0.9261317709794936,8,,0.78704203203393,0.5377889888954571,0.509676884733767,0.9609187270628373,,0.5968634006047049,0.34995371213206955,0.10133057176928388,,0.18567187156366835
