cell,class,index,support_pixels,predicted_pixels,present,in_macro,iou,precision,recall,f1
convnext_upernet_10ch,asfalt,1,818756115,834656051,True,True,0.5847095644868506,0.7309103327880864,0.7451043367169233,0.7379390868713374
convnext_upernet_10ch,fliser,2,231902162,190783528,True,True,0.23945572920376376,0.428026721468323,0.3521331896853985,0.3863885148323805
convnext_upernet_10ch,grus,3,206716845,139893361,True,True,0.2519705258840174,0.4986546573857783,0.3374590783832832,0.4025183032261895
convnext_upernet_10ch,ubefestet,4,10667088919,10900073766,True,True,0.9664220159837353,0.9724195116057163,0.9936585781262671,0.9829243246142834
convnext_upernet_10ch,green_roof,5,1430413,116110,True,True,0.0024170433641821265,0.032116096804754114,0.0026069393944266445,0.004822430704231363
convnext_upernet_10ch,drivhus,6,531496,419905,True,True,0.19742969481559047,0.3735725938009788,0.2951386275719855,0.32975580223270734
convnext_upernet_10ch,betonflade,7,89260373,51279112,True,True,0.10041007847156849,0.2500809491396809,0.14366878121829044,0.18249574487909928
convnext_upernet_10ch,brosten,8,120321684,5894654,True,True,0.0174673630337304,0.3675903623859857,0.018008541170351305,0.03433498442967027
convnext_upernet_10ch,unknown2,9,0,0,False,False,,,,
convnext_upernet_10ch,solceller,10,58625774,71517294,True,True,0.7416925772014069,0.774929865215538,0.9453331396528769,0.8516917243721348
convnext_upernet_10ch_unw,asfalt,1,818756115,873919242,True,True,0.5709083693793778,0.7039112819992125,0.7513368178019654,0.726851267085588
convnext_upernet_10ch_unw,fliser,2,231902162,136279818,True,True,0.22326727023452697,0.49309964590648336,0.2897753493130435,0.3650343235157788
convnext_upernet_10ch_unw,grus,3,206716845,121388188,True,True,0.2694344855937085,0.5736927385389425,0.3368836342292279,0.42449529873563385
convnext_upernet_10ch_unw,ubefestet,4,10667088919,10949874511,True,True,0.9612472576637136,0.9675831801868218,0.9932339068748697,0.9802407665913325
convnext_upernet_10ch_unw,green_roof,5,1430413,4462,True,True,0.0006681000364735198,0.21470192738682206,0.0006697366424941607,0.0013353079536544995
convnext_upernet_10ch_unw,drivhus,6,531496,139418,True,True,0.11694460676345875,0.5038445537878896,0.13216468233062903,0.20940090682263302
convnext_upernet_10ch_unw,betonflade,7,89260373,39277042,True,True,0.08639151638110451,0.26024088066509693,0.11451321181460893,0.15904306150858877
convnext_upernet_10ch_unw,brosten,8,120321684,8552306,True,True,0.02582411355326336,0.3793451731030204,0.026963352673820624,0.05034803376538586
convnext_upernet_10ch_unw,unknown2,9,0,0,False,False,,,,
convnext_upernet_10ch_unw,solceller,10,58625774,65198794,True,True,0.721307972311735,0.795846683912589,0.8850756324342942,0.8380928734594899
convnext_upernet_6ch,asfalt,1,818756115,829854054,True,True,0.528788615551776,0.6871489875254619,0.6964630401569581,0.6917746641656194
convnext_upernet_6ch,fliser,2,231902162,165150100,True,True,0.20319029885719178,0.4060107017797749,0.2891422288680517,0.3377525551031869
convnext_upernet_6ch,grus,3,206716845,163696713,True,True,0.20184735996635159,0.3800324445121876,0.3009433604697285,0.3358951672065956
convnext_upernet_6ch,ubefestet,4,10667088919,10894168552,True,True,0.9558735169739846,0.9672520492686425,0.987842787944796,0.977438989462731
convnext_upernet_6ch,green_roof,5,1430413,68245,True,True,0.0,0.0,0.0,0.0
convnext_upernet_6ch,drivhus,6,531496,353567,True,True,0.19828028556303656,0.4142128648884087,0.27554675858331956,0.33094141321013304
convnext_upernet_6ch,betonflade,7,89260373,72628548,True,True,0.1363251943063053,0.26741345565658287,0.21758648711898168,0.2399404589273901
convnext_upernet_6ch,brosten,8,120321684,9329036,True,True,0.015909946857352336,0.21764649637969025,0.016875029774350566,0.03132156921303638
convnext_upernet_6ch,unknown2,9,0,0,False,False,,,,
convnext_upernet_6ch,solceller,10,58625774,59384966,True,True,0.7966939576895766,0.8811755487070583,0.8925865951040578,0.8868443668771164
convnext_upernet_6ch_corrected,asfalt,1,818756115,679555229,True,True,0.5210626862830215,0.755301192745292,0.6268886003984226,0.6851297990306079
convnext_upernet_6ch_corrected,fliser,2,231902162,201932068,True,True,0.24190053752416713,0.4184740583154925,0.3643921698323796,0.389565074198963
convnext_upernet_6ch_corrected,grus,3,206716845,126457521,True,True,0.20490973106877164,0.4480587754049045,0.2740966852507835,0.3401246181106262
convnext_upernet_6ch_corrected,ubefestet,4,10667088919,11115719884,True,True,0.9479034855015324,0.9536147743573348,0.9937214163574931,0.9732550843066774
convnext_upernet_6ch_corrected,green_roof,5,1430413,18754,True,True,0.00133495942262314,0.10301802282179802,0.0013506588656562826,0.002666359363689623
convnext_upernet_6ch_corrected,drivhus,6,531496,436242,True,True,0.20770544974872177,0.38151989033609784,0.31314440748378164,0.3439670654660662
convnext_upernet_6ch_corrected,betonflade,7,89260373,6378580,True,True,0.008391864862454908,0.12477855572870451,0.008916722765655484,0.01664405506404906
convnext_upernet_6ch_corrected,brosten,8,120321684,14682426,True,True,0.021516693639687407,0.19367752985780415,0.023633778263941186,0.04212695450531099
convnext_upernet_6ch_corrected,unknown2,9,0,0,False,False,,,,
convnext_upernet_6ch_corrected,solceller,10,58625774,49453077,True,True,0.6446351887834688,0.8566271417246696,0.7225976752136356,0.783924840207637
convnext_upernet_6ch_unw,asfalt,1,818756115,791051082,True,True,0.5345064153162623,0.7088487036542603,0.6848627127505484,0.6966493068796984
convnext_upernet_6ch_unw,fliser,2,231902162,225853358,True,True,0.20715772104313615,0.3478116672500393,0.3387395456882373,0.3432156667384371
convnext_upernet_6ch_unw,grus,3,206716845,154335236,True,True,0.21005114738245192,0.4060935507948425,0.303190308462767,0.3471773037641071
convnext_upernet_6ch_unw,ubefestet,4,10667088919,10908824860,True,True,0.9556391474765781,0.9664879386467664,0.9883903408005331,0.977316442769791
convnext_upernet_6ch_unw,green_roof,5,1430413,134465,True,True,0.0030658389392953633,0.03557059457851486,0.003343789520928571,0.006112936599530443
convnext_upernet_6ch_unw,drivhus,6,531496,222137,True,True,0.11328542200621912,0.3452283950895168,0.1442870689525415,0.20351550423083914
convnext_upernet_6ch_unw,betonflade,7,89260373,45360634,True,True,0.08533596153266608,0.2333466723591209,0.11858289008046158,0.1572526195707331
convnext_upernet_6ch_unw,brosten,8,120321684,9193897,True,True,0.009210403291416088,0.1285639810844085,0.009823698943575291,0.018252691929012
convnext_upernet_6ch_unw,unknown2,9,0,0,False,False,,,,
convnext_upernet_6ch_unw,solceller,10,58625774,59658112,True,True,0.7686752543187124,0.8616896558845174,0.8768631012018707,0.8692101644344015
convnext_upernet_rgb,asfalt,1,818756115,885659949,True,True,0.5754756822938513,0.7029491100991403,0.7603898909506159,0.7305421324637316
convnext_upernet_rgb,fliser,2,231902162,197245777,True,True,0.24247727353681545,0.4246018711974756,0.3611476722670658,0.3903126096569696
convnext_upernet_rgb,grus,3,206716845,91371191,True,True,0.215909024393146,0.5793019267965983,0.2560580246858934,0.3551400969343164
convnext_upernet_rgb,ubefestet,4,10667088919,10887215150,True,True,0.9581740302860081,0.9687468627824444,0.9887379397591763,0.9786403204888369
convnext_upernet_rgb,green_roof,5,1430413,90007,True,True,0.008268167687035132,0.1385225593564945,0.008716363735508556,0.016400731376856395
convnext_upernet_rgb,drivhus,6,531496,489050,True,True,0.2414465089007885,0.4058562519169819,0.3734440146304017,0.38897609710880254
convnext_upernet_rgb,betonflade,7,89260373,50149873,True,True,0.15258688082637284,0.36801742249676284,0.20676618727551138,0.2647728919436811
convnext_upernet_rgb,brosten,8,120321684,25836959,True,True,0.08094663730472003,0.423621177709033,0.09096517465629886,0.14976990447290894
convnext_upernet_rgb,unknown2,9,0,0,False,False,,,,
convnext_upernet_rgb,solceller,10,58625774,56575825,True,True,0.752492726571574,0.8743266050472971,0.8437543016489641,0.8587684446984108
convnext_upernet_rgb_ndsm,asfalt,1,818756115,945162720,True,True,0.5768722596493924,0.6827396990435679,0.7881469208935313,0.7316664442783163
convnext_upernet_rgb_ndsm,fliser,2,231902162,184758824,True,True,0.2622169312329115,0.4684943708020138,0.3732542562496679,0.4154863157742347
convnext_upernet_rgb_ndsm,grus,3,206716845,81712945,True,True,0.20119779034751686,0.5912320012453351,0.23370764970798583,0.3349952721596476
convnext_upernet_rgb_ndsm,ubefestet,4,10667088919,10827834346,True,True,0.9584182631770601,0.9715025088914488,0.9861423592582317,0.9787676934979744
convnext_upernet_rgb_ndsm,green_roof,5,1430413,173390,True,True,0.006061575520343257,0.05572985754657132,0.006755391624656655,0.012050108398600077
convnext_upernet_rgb_ndsm,drivhus,6,531496,429368,True,True,0.2315942879775026,0.420816176333588,0.33995552177250626,0.37608860359010227
convnext_upernet_rgb_ndsm,betonflade,7,89260373,54262177,True,True,0.14524879214187522,0.33545603966460835,0.20392671897080242,0.2536545650840234
convnext_upernet_rgb_ndsm,brosten,8,120321684,40277760,True,True,0.11293471338824347,0.4046098889312613,0.13544341683249714,0.20294939501783082
convnext_upernet_rgb_ndsm,unknown2,9,0,0,False,False,,,,
convnext_upernet_rgb_ndsm,solceller,10,58625774,60022251,True,True,0.7684011838603408,0.8589254341694049,0.8793852000998742,0.8690349122962645
convnext_upernet_rgb_unw,asfalt,1,818756115,896970392,True,True,0.5662414559799555,0.6915329854053868,0.7575938690851793,0.7230576790290272
convnext_upernet_rgb_unw,fliser,2,231902162,201819769,True,True,0.25019797211251155,0.4300833928711909,0.3742928925345681,0.40025336417678176
