filename,dsm_mean,dsm_std,dtm_mean,dtm_std,ndsm_mean,ndsm_std
O2021_84_40_1_0039_00062707_0_2000.tif,10.776151657104492,3.2750730514526367,9.631196022033691,1.9699788093566895,1.1449555158615112,2.051642656326294
O2021_83_25_1_0027_00001529_0_3000.tif,0.2333144098520279,0.6630315780639648,0.2321636825799942,0.6606982946395874,0.0011507542803883553,0.010179542005062103
O2021_83_26_1_0014_00001457_5000_0.tif,40.9932861328125,4.425630569458008,38.27833557128906,0.31476858258247375,2.714956521987915,4.538209915161133
O2021_83_25_1_0026_00001215_9990_4000.tif,6.664956569671631,1.7036548852920532,5.979848861694336,0.26515868306159973,0.6851093769073486,1.6679153442382812
O2021_82_11_1_0023_00003031_3000_5000.tif,33.748592376708984,4.874903202056885,23.151416778564453,0.4152255654335022,10.597173690795898,4.924724578857422
O2021_82_21_1_0004_00002040_16000_1000.tif,58.26039505004883,3.514216661453247,55.97003173828125,1.01193106174469,2.2903571128845215,3.1377627849578857
O2021_82_16_1_0028_00005676_10cm_4000_1000.tif,2.630075454711914,2.785836696624756,1.5264945030212402,0.6580117344856262,1.1035810708999634,2.7658164501190186
O2021_82_22_1_0032_00000909_1000_4000.tif,27.309595108032227,4.306124210357666,24.350265502929688,2.2097175121307373,2.959322690963745,3.662231922149658
O2023_84_40_1_0210_00112921_6730_5000.tif,2.2718610763549805,2.758361577987671,1.3998974561691284,0.8029654026031494,0.8719639778137207,2.510897636413574
O2021_83_31_1_0042_00092144_7000_2000.tif,26.30719757080078,0.8202956318855286,26.306371688842773,0.8201472759246826,0.0008139187702909112,0.0055814096704125404
O2023_85_45_1_0028_00002923_3000_6000.tif,7.769027233123779,0.5479626655578613,7.75496244430542,0.5069022178649902,0.014063648879528046,0.13444840908050537
O2021_84_40_1_0044_00082852_4000_1000.tif,8.47183609008789,4.9001359939575195,2.6657512187957764,0.27472275495529175,5.806083679199219,4.8399200439453125
O2023_84_40_1_0153_00102521_6000_3000.tif,2.090121030807495,0.2434391975402832,2.0901200771331787,0.2434372454881668,1.0607643616822315e-06,0.00019443932978902012
O2023_84_40_1_0211_00112304_4000_4000.tif,8.500921249389648,8.453828811645508,1.9899351596832275,0.32315242290496826,6.510983943939209,8.475762367248535
