filename,route,reason,dsm_dtm_offset_m,dsm_offset_from_rgb_m,dtm_offset_from_rgb_m,ndsm_value
O2021_82_20_1_0024_00005079_5000_4000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_13_1_0024_00141749_8000_6000.tif,82-13,DSM/DTM geotransform mismatch -- no co-located terrain model,1097.6930354156393,1097.6930354156393,0.0,0.0
O2021_83_31_1_0039_00123154_6000_3000.tif,83-31,DSM/DTM geotransform mismatch -- no co-located terrain model,518.9296676814691,0.0,518.9296676814691,0.0
O2021_82_20_1_0024_00005079_4000_5000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005078_13000_5000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005080_2000_10000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_19_1_0023_00005471_4000_5000.tif,82-19,DSM/DTM geotransform mismatch -- no co-located terrain model,896.3403371487864,896.3403371487864,0.0,0.0
O2021_82_13_1_0025_00144235_8000_2000.tif,82-13,DSM/DTM geotransform mismatch -- no co-located terrain model,870.2011261771614,0.0,870.2011261771614,0.0
O2021_82_20_1_0024_00005078_9000_4000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_21_1_0004_00002040_8000_0.tif,82-21,DSM/DTM geotransform mismatch -- no co-located terrain model,932.4462450994159,0.0,932.4462450994159,0.0
O2021_82_20_1_0024_00005078_6000_4000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_83_25_1_0027_00001534_5000_5000.tif,83-25,DSM/DTM geotransform mismatch -- no co-located terrain model,432.31470018957253,0.0,432.31470018957253,0.0
O2021_82_20_1_0024_00005077_3000_3000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005079_5000_9000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
